IATA Code,Airport Name,Country,City,TimeZone
LYM,Lympne Airport,United Kingdom,Lympne,Europe/London
PKH,Porto Cheli Airport,Greece,Porto Heli,Europe/Athens
\N,Zell Am See Airport,Austria,Zell am See,Europe/Vienna
\N,RAAF Base Amberley,Australia,Amberley,Australia/Brisbane
KTR,Tindal Airport,Australia,Katherine,Australia/Darwin
\N,"RAAF Williams, Laverton Base",Australia,Laverton,Australia/Hobart
NOA,Nowra Airport,Australia,Nowra,Australia/Sydney
UCK,Lutsk Airport,Ukraine,Lutsk,Europe/Kiev
CEJ,Chernihiv Shestovitsa Airport,Ukraine,Chernigov,Europe/Kiev
\N,Ternopil International Airport,Ukraine,Ternopol,Europe/Kiev
BQT,Brest Airport,Belarus,Brest,Europe/Minsk
OSH,Wittman Regional Airport,United States,Oshkosh,America/Chicago
\N,Harle Airport,Germany,Harlesiel,Europe/Berlin
AGE,Wangerooge Airport,Germany,Wangerooge,Europe/Berlin
\N,RAAF Base Pearce,Australia,Perth,Australia/Perth
BXG,Bendigo Airport,Australia,Bendigo,Australia/Hobart
EAT,Pangborn Memorial Airport,United States,Wenatchee,America/Los_Angeles
ARE,Antonio Nery Juarbe Pol Airport,Puerto Rico,Arecibo,America/Puerto_Rico
RIN,Ringi Cove Airport,Solomon Islands,Ringi Cove,Pacific/Guadalcanal
KCK,Kirensk Airport,Russia,Kirensk,Asia/Irkutsk
UKX,Ust-Kut Airport,Russia,Ust-Kut,Asia/Irkutsk
RMT,Rimatara Airport,French Polynesia,Rimatara,\N
\N,Triengen Airport,Switzerland,Triengen,Europe/Zurich
QLS,Lausanne-BlÃ©cherette Airport,Switzerland,Lausanne,Europe/Zurich
\N,Speck-Fehraltorf Airport,Switzerland,Fehraltorf,Europe/Zurich
ZJI,Locarno Airport,Switzerland,Locarno,Europe/Zurich
QNC,Neuchatel Airport,Switzerland,Neuchatel,Europe/Zurich
TGK,Taganrog Yuzhny Airport,Russia,Taganrog,Europe/Moscow
GDZ,Gelendzhik Airport,Russia,Gelendzhik,Europe/Moscow
ZIA,Zhukovsky International Airport,Russia,Ramenskoe,Europe/Moscow
\N,Irkutsk Northwest Airport,Russia,Irkutsk,Asia/Irkutsk
\N,Khabarovsk Airport,Russia,Khabarovsk,Asia/Vladivostok
\N,Dzemgi Airport,Russia,Komsomolsk-on-Amur,Asia/Vladivostok
\N,Belaya Air Base,Russia,Sredniiy,Asia/Irkutsk
IAR,Tunoshna Airport,Russia,Yaroslavl,Europe/Moscow
OHE,Gu-Lian Airport,China,Mohe County,Asia/Shanghai
JNG,Jining Qufu Airport,China,Jining,Asia/Shanghai
DRK,Drake Bay Airport,Costa Rica,Puntarenas,America/Costa_Rica
AAT,Altay Air Base,China,Altay,Asia/Shanghai
TZL,Tuzla International Airport,Bosnia and Herzegovina,Null,Europe/Sarajevo
FWH,NAS Fort Worth JRB/Carswell Field,United States,Dallas,America/Chicago
NYT,Naypyidaw Airport,Burma,Naypyidaw,Asia/Rangoon
\N,Kyaukhtu South Airport,Burma,Kyauktu,Asia/Rangoon
\N,Jan Mayensfield,Norway,Jan Mayen,Arctic/Longyearbyen
VBP,Bokpyinn Airport,Burma,Bokepyin,Asia/Rangoon
NZH,Manzhouli Xijiao Airport,China,Manzhouli,Asia/Shanghai
WUA,Wuhai Airport,China,Wuhai,Asia/Shanghai
GYY,Gary Chicago International Airport,United States,Gary,America/Chicago
BRD,Brainerd Lakes Regional Airport,United States,Brainerd,America/Chicago
LWB,Greenbrier Valley Airport,United States,Lewisburg,America/New_York
PGV,Pitt Greenville Airport,United States,Greenville,America/New_York
CYF,Chefornak Airport,United States,Chefornak,America/Anchorage
OXR,Oxnard Airport,United States,Oxnard,America/Los_Angeles
BKG,Branson Airport,United States,Branson,America/Chicago
TEN,Tongren Fenghuang Airport,China,Tongren,Asia/Shanghai
JGS,Jinggangshan Airport,China,Jian,Asia/Shanghai
NIU,Naiu Airport,French Polynesia,Niau,Pacific/Tahiti
SCH,Schenectady County Airport,United States,Scotia NY,America/New_York
NBC,Begishevo Airport,Russia,Nizhnekamsk,Europe/Moscow
QRW,Warri Airport,Nigeria,Osubi,Africa/Lagos
\N,Volkel Air Base,Netherlands,Volkel,Europe/Amsterdam
IAO,Siargao Airport,Philippines,Siargao,Asia/Manila
LGO,Langeoog Airport,Germany,Langeoog,Europe/Berlin
\N,Biel-Kappelen Airport,Switzerland,Biel,Europe/Zurich
NLP,Nelspruit Airport,South Africa,Nelspruit,Africa/Johannesburg
CKC,Cherkasy International Airport,Ukraine,Cherkassy,Europe/Kiev
UST,Northeast Florida Regional Airport,United States,St. Augustine Airport,America/New_York
NLV,Mykolaiv International Airport,Ukraine,Nikolayev,Europe/Kiev
RHP,Ramechhap Airport,Nepal,Ramechhap,Asia/Katmandu
STS,Charles M. Schulz Sonoma County Airport,United States,Santa Rosa,America/Los_Angeles
ISM,Kissimmee Gateway Airport,United States,Kissimmee,America/New_York
LCQ,Lake City Gateway Airport,United States,Lake City,America/New_York
\N,Deland Municipal Sidney H Taylor Field,United States,DeLand,America/New_York
\N,Haller Airpark,United States,Green Cove Springs,America/New_York
\N,Palmar Airport,Peru,Santa Lucia,America/La_Paz
LGU,Logan-Cache Airport,United States,Logan,America/Denver
BMC,Brigham City Regional Airport,United States,Brigham City,America/Denver
\N,Malad City Airport,United States,Malad City,America/Denver
ASE,Aspen-Pitkin Co/Sardy Field,United States,Aspen,America/Denver
ULV,Ulyanovsk Baratayevka Airport,Russia,Ulyanovsk,Europe/Samara
ERV,Kerrville Municipal Louis Schreiner Field,United States,Kerrville,America/Chicago
\N,Birrfeld Airport,Switzerland,Birrfeld,Europe/Zurich
GED,Sussex County Airport,United States,Georgetown,America/New_York
ZSW,Prince Rupert/Seal Cove Seaplane Base,Canada,Prince Rupert,America/Vancouver
GBD,Great Bend Municipal Airport,United States,Great Bend,America/Chicago
HYS,Hays Regional Airport,United States,Hays,America/Chicago
SUS,Spirit of St Louis Airport,United States,Null,America/Chicago
LYU,Ely Municipal Airport,United States,Ely,America/Chicago
GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,United States,Grand Rapids MN,America/Chicago
TVF,Thief River Falls Regional Airport,United States,Thief River Falls,America/Chicago
EGV,Eagle River Union Airport,United States,Eagle River,America/Chicago
ARV,Lakeland-Noble F. Lee Memorial field,United States,Minocqua - Woodruff,America/Chicago
\N,Ankeny Regional Airport,United States,Ankeny,America/Chicago
YBV,Berens River Airport,Canada,Berens River,America/Winnipeg
\N,Corpus Christi Naval Air Station/Truax Field,United States,Corpus Christi,America/Chicago
AVX,Catalina Airport,United States,Catalina Island,America/Los_Angeles
MHV,Mojave Airport,United States,Mojave,America/Los_Angeles
ZIN,Interlaken Air Base,Switzerland,Interlaken,Europe/Zurich
INQ,Inisheer Aerodrome,Ireland,Inisheer,Europe/Dublin
SWT,Strezhevoy Airport,Russia,Strezhevoy,Asia/Krasnoyarsk
HUT,Hutchinson Municipal Airport,United States,Hutchinson,America/Chicago
OAI,Bagram Air Base,Afghanistan,Kabul,Asia/Kabul
AKH,Prince Sultan Air Base,Saudi Arabia,Al Kharj,Asia/Riyadh
STJ,Rosecrans Memorial Airport,United States,Rosecrans,America/Chicago
\N,PÃ¡pa Air Base,Hungary,Papa,Europe/Budapest
\N,Whiting Field Naval Air Station South Airport,Germany,Cuxhaven,America/Chicago
VOK,Volk Field,United States,Camp Douglas,America/Chicago
GUC,Gunnison Crested Butte Regional Airport,United States,Gunnison,America/Denver
SIA,Xi'an Xiguan Airport,China,Xi\'AN,Asia/Shanghai
TOA,Zamperini Field,United States,Torrance,America/Los_Angeles
MBL,Manistee Co Blacker Airport,United States,Manistee,America/New_York
PGD,Charlotte County Airport,United States,Punta Gorda,America/New_York
WFK,Northern Aroostook Regional Airport,United States,Frenchville,America/New_York
JHW,Chautauqua County-Jamestown Airport,United States,Jamestown,America/New_York
YTM,La Macaza / Mont-Tremblant International Inc Airport,Canada,Mont-Tremblant,America/Toronto
SME,Lake Cumberland Regional Airport,United States,Somerset,America/New_York
SHD,Shenandoah Valley Regional Airport,United States,Weyers Cave,America/New_York
DVL,Devils Lake Regional Airport,United States,Devils Lake,America/Chicago
DIK,Dickinson Theodore Roosevelt Regional Airport,United States,Dickinson,America/Denver
SDY,Sidney - Richland Regional Airport,United States,Sidney,America/Denver
CDR,Chadron Municipal Airport,United States,Chadron,America/Denver
AIA,Alliance Municipal Airport,United States,Alliance,America/Denver
MCK,Mc Cook Ben Nelson Regional Airport,United States,McCook,America/Chicago
MTH,The Florida Keys Marathon Airport,United States,Marathon,America/New_York
GDV,Dawson Community Airport,United States,Glendive,America/Denver
OLF,L M Clayton Airport,United States,Wolf Point,America/Denver
WYS,Yellowstone Airport,United States,West Yellowstone,America/Denver
ALS,San Luis Valley Regional Bergman Field,United States,Alamosa,America/Denver
CNY,Canyonlands Field,United States,Moab,America/Denver
ELY,Ely Airport Yelland Field,United States,Ely,America/Los_Angeles
VEL,Vernal Regional Airport,United States,Vernal,America/Denver
RUI,Sierra Blanca Regional Airport,United States,Ruidoso,America/Denver
SOW,Show Low Regional Airport,United States,Show Low,America/Phoenix
MYL,McCall Municipal Airport,United States,McCall,America/Denver
SMN,Lemhi County Airport,United States,Salmon,America/Denver
MMH,Mammoth Yosemite Airport,United States,Mammoth Lakes,America/Los_Angeles
FRD,Friday Harbor Airport,United States,Friday Harbor,America/Los_Angeles
ESD,Orcas Island Airport,United States,Eastsound,America/Los_Angeles
AST,Astoria Regional Airport,United States,Astoria,America/Los_Angeles
ONP,Newport Municipal Airport,United States,Newport,America/Los_Angeles
EMK,Emmonak Airport,United States,Emmonak,America/Anchorage
UNK,Unalakleet Airport,United States,Unalakleet,America/Anchorage
UUK,Ugnu-Kuparuk Airport,United States,Kuparuk,America/Anchorage
SHX,Shageluk Airport,United States,Shageluk,America/Anchorage
CHU,Chuathbaluk Airport,United States,Chuathbaluk,America/Anchorage
NUI,Nuiqsut Airport,United States,Nuiqsut,America/Anchorage
EEK,Eek Airport,United States,Eek,America/Anchorage
KUK,Kasigluk Airport,United States,Kasigluk,America/Anchorage
KWT,Kwethluk Airport,United States,Kwethluk,America/Anchorage
KWK,Kwigillingok Airport,United States,Kwigillingok,America/Anchorage
MLL,Marshall Don Hunter Sr Airport,United States,Marshall,America/Anchorage
RSH,Russian Mission Airport,United States,Russian Mission,America/Anchorage
KGK,Koliganek Airport,United States,Koliganek,America/Anchorage
KMO,Manokotak Airport,United States,Manokotak,America/Anchorage
CIK,Chalkyitsik Airport,United States,Chalkyitsik,America/Anchorage
EAA,Eagle Airport,United States,Eagle,America/Anchorage
HUS,Hughes Airport,United States,Hughes,America/Anchorage
HSL,Huslia Airport,United States,Huslia,America/Anchorage
NUL,Nulato Airport,United States,Nulato,America/Anchorage
VEE,Venetie Airport,United States,Venetie,America/Anchorage
WBQ,Beaver Airport,United States,Beaver,America/Anchorage
CEM,Central Airport,United States,Central,America/Anchorage
SHG,Shungnak Airport,United States,Shungnak,America/Anchorage
IYK,Inyokern Airport,United States,Inyokern,America/Los_Angeles
VIS,Visalia Municipal Airport,United States,Visalia,America/Los_Angeles
MCE,Merced Regional Macready Field,United States,Merced,America/Los_Angeles
CYR,Laguna de Los Patos International Airport,Uruguay,Colonia,America/Montevideo
CPQ,Amarais Airport,Brazil,Campinas,America/Sao_Paulo
GYR,Phoenix Goodyear Airport,United States,Goodyear,America/Phoenix
TWB,Toowoomba Airport,Australia,Toowoomba,Australia/Brisbane
BBL,Ballera Airport,Australia,Ballera,Australia/Brisbane
\N,Gatton Campus Airport,Australia,Gatton,Australia/Brisbane
AYK,Arkalyk North Airport,Kazakhstan,Arkalyk,Asia/Qyzylorda
\N,Nabern/Teck Airport,Germany,Kirchheim-Teck,Europe/Berlin
AGN,Angoon Seaplane Base,United States,Angoon,America/Anchorage
ELV,Elfin Cove Seaplane Base,United States,Elfin Cove,America/Anchorage
FNR,Funter Bay Seaplane Base,United States,Funter Bay,America/Anchorage
HNH,Hoonah Airport,United States,Hoonah,America/Anchorage
\N,Kake Airport,United States,Kake,America/Anchorage
MTM,Metlakatla Seaplane Base,United States,Metakatla,America/Anchorage
HYG,Hydaburg Seaplane Base,United States,Hydaburg,America/Anchorage
EGX,Egegik Airport,United States,Egegik,America/Anchorage
KPV,Perryville Airport,United States,Perryville,America/Anchorage
PIP,Pilot Point Airport,United States,Pilot Point,America/Anchorage
WSN,South Naknek Nr 2 Airport,United States,South Naknek,America/Anchorage
AKK,Akhiok Airport,United States,Akhiok,America/Anchorage
KYK,Karluk Airport,United States,Karluk,America/Anchorage
KLN,Larsen Bay Airport,United States,Larsen Bay,America/Anchorage
ABL,Ambler Airport,United States,Ambler,America/Anchorage
BKC,Buckland Airport,United States,Buckland,America/Anchorage
IAN,Bob Baker Memorial Airport,United States,Kiana,America/Anchorage
OBU,Kobuk Airport,United States,Kobuk,America/Anchorage
ORV,Robert (Bob) Curtis Memorial Airport,United States,Noorvik,America/Anchorage
WLK,Selawik Airport,United States,Selawik,America/Anchorage
KTS,Brevig Mission Airport,United States,Brevig Mission,America/Anchorage
ELI,Elim Airport,United States,Elim,America/Anchorage
GLV,Golovin Airport,United States,Golovin,America/Anchorage
TLA,Teller Airport,United States,Teller,America/Anchorage
WAA,Wales Airport,United States,Wales,America/Anchorage
WMO,White Mountain Airport,United States,White Mountain,America/Anchorage
KKA,Koyuk Alfred Adams Airport,United States,Koyuk,America/Anchorage
SMK,St Michael Airport,United States,St. Michael,America/Anchorage
SKK,Shaktoolik Airport,United States,Shaktoolik,America/Anchorage
TNC,Tin City Long Range Radar Station Airport,United States,Tin City,America/Anchorage
AKB,Atka Airport,United States,Atka,America/Adak
IKO,Nikolski Air Station,United States,Nikolski,America/Anchorage
CYT,Yakataga Airport,United States,Yakataga,America/Anchorage
AUK,Alakanuk Airport,United States,Alakanuk,America/Anchorage
KPN,Kipnuk Airport,United States,Kipnuk,America/Anchorage
KFP,False Pass Airport,United States,False Pass,America/Anchorage
NLG,Nelson Lagoon Airport,United States,Nelson Lagoon,America/Anchorage
PML,Port Moller Airport,United States,Cold Bay,America/Anchorage
KLW,Klawock Airport,United States,Klawock,America/Anchorage
KWN,Quinhagak Airport,United States,Quinhagak,America/Anchorage
KOT,Kotlik Airport,United States,Kotlik,America/Anchorage
KYU,Koyukuk Airport,United States,Koyukuk,America/Anchorage
SCM,Scammon Bay Airport,United States,Scammon Bay,America/Anchorage
NNL,Nondalton Airport,United States,Nondalton,America/Anchorage
KKH,Kongiganak Airport,United States,Kongiganak,America/Anchorage
NIB,Nikolai Airport,United States,Nikolai,America/Anchorage
AKI,Akiak Airport,United States,Akiak,America/Anchorage
AIN,Wainwright Airport,United States,Wainwright,America/Anchorage
APZ,Zapala Airport,Argentina,ZAPALA,America/Argentina/Salta
RDS,Rincon De Los Sauces Airport,Argentina,Rincon de los Sauces,America/Argentina/Salta
PNT,Tte. Julio Gallardo Airport,Chile,Puerto Natales,America/Santiago
SGV,Sierra Grande Airport,Argentina,Sierra Grande,America/Argentina/Salta
IGB,Cabo F.A.A. H. R. BordÃ³n Airport,Argentina,Ingeniero Jacobacci,America/Argentina/Salta
NCN,Chenega Bay Airport,United States,Chenega,America/Anchorage
TKJ,Tok Junction Airport,United States,Tok,America/Anchorage
IRC,Circle City /New/ Airport,United States,Circle,America/Anchorage
SLQ,Sleetmute Airport,United States,Sleetmute,America/Anchorage
\N,Healy River Airport,United States,Healy,America/Anchorage
\N,Klawock Seaplane Base,United States,Klawock,America/Anchorage
LMA,Minchumina Airport,United States,Lake Minchumina,America/Anchorage
MLY,Manley Hot Springs Airport,United States,Manley Hot Springs,America/Anchorage
YNP,Natuashish Airport,Canada,Natuashish,America/Halifax
YSO,Postville Airport,Canada,Postville,America/Halifax
YWB,Kangiqsujuaq (Wakeham Bay) Airport,Canada,Kangiqsujuaq,America/Toronto
YTF,Alma Airport,Canada,Alma,America/Toronto
YGV,Havre St Pierre Airport,Canada,Havre-Saint-Pierre,America/Toronto
YXK,Rimouski Airport,Canada,Rimouski,America/Toronto
XTL,Tadoule Lake Airport,Canada,Tadoule Lake,America/Winnipeg
XLB,Lac Brochet Airport,Canada,Lac Brochet,America/Winnipeg
XSI,South Indian Lake Airport,Canada,South Indian Lake,America/Winnipeg
YBT,Brochet Airport,Canada,Brochet,America/Winnipeg
ZGR,Little Grand Rapids Airport,Canada,Little Grand Rapids,America/Winnipeg
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Canada,Cross Lake,America/Winnipeg
YRS,Red Sucker Lake Airport,Canada,Red Sucker Lake,America/Winnipeg
YOP,Rainbow Lake Airport,Canada,Rainbow Lake,America/Edmonton
YBY,Bonnyville Airport,Canada,Bonnyville,America/Edmonton
ZNA,Nanaimo Harbour Water Airport,Canada,Nanaimo,America/Vancouver
YGG,Ganges Seaplane Base,Canada,Ganges,America/Vancouver
\N,Fort St James Airport,Canada,Fort St. James,America/Vancouver
YDT,Boundary Bay Airport,Canada,Boundary Bay,America/Vancouver
YLY,Langley Airport,Canada,Langley Township,America/Vancouver
\N,Denny Island Airport,Canada,Bella Bella,America/Vancouver
YFJ,WekweÃ¨tÃ¬ Airport,Canada,Wekweeti,America/Edmonton
\N,Camaguey-Campo Cuatro Milpas Airport,Mexico,Guasave,America/Mazatlan
\N,Cabo San Lucas International Airport,Mexico,Cabo San Lucas,America/Mazatlan
RNI,Corn Island,Nicaragua,Corn Island,America/Managua
BZA,San Pedro Airport,Nicaragua,Bonanza,America/Managua
RFS,Rosita Airport,Nicaragua,Rosita,America/Managua
SIU,Siuna,Nicaragua,Siuna,America/Managua
WSP,Waspam Airport,Nicaragua,Waspam,America/Managua
NCR,San Carlos,Nicaragua,San Carlos,America/Managua
PLD,Playa Samara/Carrillo Airport,Costa Rica,Carrillo,America/Costa_Rica
COZ,Constanza - ExpediciÃ³n 14 de Junio National Airport,Dominican Republic,Constanza,America/Santo_Domingo
NEG,Negril Airport,Jamaica,Negril,America/Jamaica
NRR,JosÃ© Aponte de la Torre Airport,Puerto Rico,Ceiba,America/Puerto_Rico
SPB,Charlotte Amalie Harbor Seaplane Base,Virgin Islands,Charlotte Amalie,America/St_Thomas
ARR,D. Casimiro Szlapelis Airport,Argentina,Alto Rio Senguer,America/Catamarca
JSM,Jose De San Martin Airport,Argentina,Jose de San Martin,America/Catamarca
UYU,Uyuni Airport,Bolivia,Uyuni,America/La_Paz
RBQ,Rurenabaque Airport,Bolivia,Rerrenabaque,America/La_Paz
ABF,Abaiang Airport,Kiribati,Abaiang Atoll,Pacific/Tarawa
\N,Afobakka Airstrip,Suriname,Afobaka,America/Paramaribo
\N,Alalapadu Airstrip,Suriname,Alapadu,America/Paramaribo
ABN,Albina Airport,Suriname,Albina,America/Paramaribo
\N,Lawa Anapaike Airstrip,Suriname,Anapaike,America/Paramaribo
\N,Apetina Airstrip,Suriname,Apetina,America/Paramaribo
DRJ,Drietabbetje Airport,Suriname,Drietabbetje,America/Paramaribo
\N,Kabalebo Airport,Suriname,Kabalebo,America/Paramaribo
\N,Kayser Airport,Suriname,Kayser,America/Paramaribo
\N,Kwamalasoemoetoe Airport,Suriname,Kwamelasemoetoe,America/Paramaribo
MOJ,Moengo Airstrip,Suriname,Moengo,America/Paramaribo
ICK,Nieuw Nickerie Airport,Suriname,Nieuw Nickerie,America/Paramaribo
OEM,Vincent Fayks Airport,Suriname,Paloemeu,America/Paramaribo
\N,Sarakreek Airstrip,Suriname,Sarakreek,America/Paramaribo
\N,Sipaliwini Airport,Suriname,Sipaliwini,America/Paramaribo
SMZ,Stoelmanseiland Airport,Suriname,Stoelmans Eiland,America/Paramaribo
TOT,Totness Airport,Suriname,Totness,America/Paramaribo
AGI,Wageningen Airstrip,Suriname,Wageningen,America/Paramaribo
\N,Codela Airport,Costa Rica,Guapiles,America/Costa_Rica
ORJ,Orinduik Airport,Guyana,Orinduik,America/Guyana
NAI,Annai Airport,Guyana,Annai,America/Guyana
\N,Apoteri Airport,Guyana,Apoteri,America/Guyana
IMB,Imbaimadai Airport,Guyana,Imbaimadai,America/Guyana
KAR,Kamarang Airport,Guyana,Kamarang,America/Guyana
USI,Mabaruma Airport,Guyana,Mabaruma,America/Guyana
MHA,Mahdia Airport,Guyana,Mahdia,America/Guyana
PJC,Dr Augusto Roberto Fuster International Airport,Paraguay,Pedro Juan Caballero,America/Asuncion
ACD,Alcides FernÃ¡ndez Airport,Colombia,Acandi,America/Bogota
RVE,Los Colonizadores Airport,Colombia,Saravena,America/Bogota
BQJ,Batagay Airport,Russia,Batagay,Asia/Vladivostok
VGZ,Villa GarzÃ³n Airport,Colombia,Villa Garzon,America/Bogota
EBG,El Bagre Airport,Colombia,El Bagre,America/Bogota
CAQ,Juan H White Airport,Colombia,Caucasia,America/Bogota
COG,Mandinga Airport,Colombia,Condoto,America/Bogota
TLU,Golfo de Morrosquillo Airport,Colombia,Tolu,America/Bogota
CFB,Cabo Frio Airport,Brazil,Cabo Frio,America/Sao_Paulo
OPS,Presidente JoÃ£o Batista Figueiredo Airport,Brazil,Sinop,America/Campo_Grande
GRP,Gurupi Airport,Brazil,Gurupi,America/Fortaleza
CMP,Santana do Araguaia Airport,Brazil,Santana do Araguaia,America/Belem
BVS,Breves Airport,Brazil,Breves,America/Belem
SFK,Soure Airport,Brazil,Soure,America/Belem
PIN,Parintins Airport,Brazil,Parintins,America/Boa_Vista
BRA,Barreiras Airport,Brazil,Barreiras,America/Fortaleza
STZ,Santa Terezinha Airport,Brazil,Santa Terezinha,America/Campo_Grande
MQH,MinaÃ§u Airport,Brazil,Minacu,America/Sao_Paulo
AUX,AraguaÃ­na Airport,Brazil,Araguaina,America/Fortaleza
NVP,Novo AripuanÃ£ Airport,Brazil,Novo Aripuana,America/Boa_Vista
\N,Fazenda Colen Airport,Brazil,Lucas do Rio Verde,America/Campo_Grande
FRC,Tenente Lund Pressoto Airport,Brazil,Franca,America/Sao_Paulo
DOU,Dourados Airport,Brazil,Dourados,America/Campo_Grande
LBR,LÃ¡brea Airport,Brazil,Labrea,America/Boa_Vista
ROO,Maestro Marinho Franco Airport,Brazil,Rondonopolis,America/Campo_Grande
GPB,Tancredo Thomas de Faria Airport,Brazil,Guarapuava,America/Sao_Paulo
JCB,Santa Terezinha Airport,Brazil,Joacaba,America/Sao_Paulo
RVD,General Leite de Castro Airport,Brazil,Rio Verde,America/Sao_Paulo
AAX,Romeu Zema Airport,Brazil,Araxa,America/Sao_Paulo
MBZ,MauÃ©s Airport,Brazil,Maues,America/Boa_Vista
RBB,Borba Airport,Brazil,Borba,America/Boa_Vista
CIZ,Coari Airport,Brazil,Coari,America/Boa_Vista
BAZ,Barcelos Airport,Brazil,Barcelos,America/Boa_Vista
DMT,Diamantino Airport,Brazil,Diamantino,America/Campo_Grande
GNM,Guanambi Airport,Brazil,Guanambi,America/Fortaleza
QDJ,Tsletsi Airport,Algeria,Djelfa,Africa/Algiers
NZA,Nzagi Airport,Angola,Nzagi,Africa/Luanda
LBZ,Lucapa Airport,Angola,Lucapa,Africa/Luanda
KNP,Capanda Airport,Angola,Kapanda,Africa/Luanda
AMC,Am Timan Airport,Chad,Am Timan,Africa/Ndjamena
GSQ,Shark El Oweinat International Airport,Egypt,Sharq Al-Owainat,Africa/Cairo
MRB,Eastern WV Regional Airport/Shepherd Field,United States,Martinsburg,America/New_York
AWA,Awassa Airport,Ethiopia,Awasa,Africa/Addis_Ababa
JIJ,Wilwal International Airport,Ethiopia,Jijiga,Africa/Addis_Ababa
MKS,Mekane Selam Airport,Ethiopia,Mekane Selam,Africa/Addis_Ababa
DBM,Debra Marcos Airport,Ethiopia,Debre Marqos,Africa/Addis_Ababa
DBT,Debre Tabor Airport,Ethiopia,Debre Tabor,Africa/Addis_Ababa
QHR,Harar Meda Airport,Ethiopia,Debre Zeyit,Africa/Addis_Ababa
GOB,Robe Airport,Ethiopia,Goba,Africa/Addis_Ababa
MYB,Mayumba Airport,Gabon,Mayumba,Africa/Libreville
MRE,Mara Serena Lodge Airstrip,Kenya,Masai Mara,Africa/Nairobi
JJM,Mulika Lodge Airport,Kenya,Meru National Park,Africa/Nairobi
RBX,Rumbek Airport,Sudan,Rumbek,Africa/Juba
\N,Yei Airport,Sudan,Yei,Africa/Juba
CPA,Cape Palmas Airport,Liberia,Greenville,Africa/Monrovia
\N,Ecuvillens Airport,Switzerland,Ecuvillens,Europe/Zurich
IHC,Inhaca Airport,Mozambique,Inhaca,Africa/Maputo
MAX,Ouro Sogui Airport,Senegal,Matam,Africa/Dakar
BDI,Bird Island Airport,Seychelles,Bird Island,\N
WHF,Wadi Halfa Airport,Sudan,Wadi Halfa,Africa/Khartoum
NBE,Enfidha - Hammamet International Airport,Tunisia,Enfidha,Africa/Tunis
\N,Kidepo Airport,Uganda,Kidepo,Africa/Kampala
\N,Kitgum Airport,Uganda,Kitgum,Africa/Kampala
\N,Bugungu Airport,Uganda,Pakuba,Africa/Kampala
\N,Svea Airport,Svalbard,Sveagruva,Arctic/Longyearbyen
\N,Ny-Ã…lesund Airport (Hamnerabben),Svalbard,Ny-Alesund,Arctic/Longyearbyen
HTY,Hatay Airport,Turkey,Hatay,Europe/Istanbul
\N,Kihnu Airfield,Estonia,Kihnu,Europe/Tallinn
\N,Ruhnu Airfield,Estonia,Ruhnu,Europe/Tallinn
RVV,Raivavae Airport,French Polynesia,Raivavae,Pacific/Tahiti
FUO,Foshan Shadi Airport,China,Foshan,Asia/Shanghai
HUZ,Huizhou Airport,China,Huizhou,Asia/Shanghai
ILD,Lleida-Alguaire Airport,Spain,Lleida,Europe/Madrid
\N,Ouessant Airport,France,Ouessant,Europe/Paris
BIU,Bildudalur Airport,Iceland,Bildudalur,Atlantic/Reykjavik
GJR,GjÃ¶gur Airport,Iceland,Gjogur,Atlantic/Reykjavik
SAK,SauÃ°Ã¡rkrÃ³kur Airport,Iceland,Saudarkrokur,Atlantic/Reykjavik
\N,Selfoss Airport,Iceland,Selfoss,Atlantic/Reykjavik
IIA,Inishmaan Aerodrome,Ireland,Inishmaan,Europe/Dublin
\N,Ak Bashat Airport,Kazakhstan,Taldykorgan,Asia/Bishkek
ULG,Ulgii Mongolei Airport,Mongolia,Olgii,Asia/Hovd
KQT,Qurghonteppa International Airport,Tajikistan,Kurgan Tyube,Asia/Dushanbe
VGD,Vologda Airport,Russia,Vologda,Europe/Moscow
\N,Severo-Evensk Airport,Russia,Evensk,Asia/Srednekolymsk
ONK,Olenyok Airport,Russia,Olenyok,Asia/Yakutsk
SYS,Saskylakh Airport,Russia,Saskylakh,Asia/Yakutsk
LDG,Leshukonskoye Airport,Russia,Arkhangelsk,Europe/Moscow
\N,Nizhneangarsk Airport,Russia,Nizhneangarsk,Asia/Irkutsk
\N,Vanavara Airport,Russia,Vanavara,Asia/Krasnoyarsk
\N,Aykhal Airport,Russia,Aykhal,Asia/Yakutsk
\N,Uktus Airport,Russia,Yekaterinburg,Asia/Yekaterinburg
\N,Baykit Airport,Russia,Baykit,Asia/Krasnoyarsk
\N,Biysk Airport,Russia,Biysk,Asia/Krasnoyarsk
HSK,Huesca/Pirineos Airport,Spain,Huesca,Europe/Madrid
CQM,Ciudad Real Central Airport,Spain,Ciudad Real,Europe/Madrid
NJF,Al Najaf International Airport,Iraq,Najaf,Asia/Baghdad
CSA,Colonsay Airstrip,United Kingdom,Colonsay,Europe/London
RKH,Rock Hill - York County Airport,United States,Rock Hill,America/New_York
AGC,Allegheny County Airport,United States,Pittsburgh,America/New_York
VQQ,Cecil Airport,United States,Jacksonville,America/New_York
FTY,Fulton County Airport Brown Field,United States,Atlanta,America/New_York
\N,Tresco Heliport,United Kingdom,Tresco,Europe/London
